Year,Month,Day,Hour,Minute,Second,HYY_META.Glob
2009,01,20,17,30,00,0.09
2009,01,20,18,00,00,0.074
2009,01,20,18,30,00,0.058
2009,01,20,19,00,00,0.138
2009,01,20,19,30,00,-0.022
2009,01,20,20,00,00,0.042
2009,01,20,20,30,00,0.122
2009,01,20,21,00,00,0.074
2009,01,20,21,30,00,0.186
2009,01,20,22,00,00,0.074
2009,01,20,22,30,00,0.09
2009,01,20,23,00,00,0.106
2009,01,20,23,30,00,0.042
2009,01,21,00,00,00,-0.14
2009,01,21,00,30,00,-0.124
2009,01,21,01,00,00,-0.028
2009,01,21,01,30,00,-0.268
2009,01,21,02,00,00,-0.108
2009,01,21,02,30,00,-0.3
2009,01,21,03,00,00,-0.236
2009,01,21,03,30,00,-0.124
2009,01,21,04,00,00,-0.268
2009,01,21,04,30,00,-0.252
2009,01,21,05,00,00,-0.428
2009,01,21,05,30,00,-0.3
2009,01,21,06,00,00,-0.188
2009,01,21,06,30,00,-0.108
2009,01,21,07,00,00,-0.092
2009,01,21,07,30,00,-0.06
2009,01,21,08,00,00,-0.156
2009,01,21,08,30,00,0.004
2009,01,21,09,00,00,0.708
2009,01,21,09,30,00,3.001
2009,01,21,10,00,00,4.28367
2009,01,21,10,30,00,7.966
2009,01,21,11,00,00,10.369
2009,01,21,11,30,00,14.32767
2009,01,21,12,00,00,20.205
2009,01,21,12,30,00,22.15967
2009,01,21,13,00,00,26.181
2009,01,21,13,30,00,22.768
2009,01,21,14,00,00,16.19967
2009,01,21,14,30,00,9.50333
2009,01,21,15,00,00,4.60533
2009,01,21,15,30,00,2.583
2009,01,21,16,00,00,0.836
2009,01,21,16,30,00,-0.076
2009,01,21,17,00,00,0.052
2009,01,21,17,30,00,-0.044
2009,01,21,18,00,00,0.244
2009,01,21,18,30,00,0.244
2009,01,21,19,00,00,0.052
2009,01,21,19,30,00,0.052
2009,01,21,20,00,00,0.068
2009,01,21,20,30,00,0.1
2009,01,21,21,00,00,0.004
2009,01,21,21,30,00,-0.012
2009,01,21,22,00,00,0.036
2009,01,21,22,30,00,-0.028
2009,01,21,23,00,00,0.26
2009,01,21,23,30,00,0.228
2009,01,22,00,00,00,0.598
2009,01,22,00,30,00,0.71
2009,01,22,01,00,00,0.134
2009,01,22,01,30,00,0.23828
2009,01,22,02,00,00,0.838
2009,01,22,02,30,00,0.31
2009,01,22,03,00,00,0.63
2009,01,22,03,30,00,0.662
2009,01,22,04,00,00,-0.17
2009,01,22,04,30,00,-0.234
2009,01,22,05,00,00,-0.026
2009,01,22,05,30,00,0.23
2009,01,22,06,00,00,0.134
2009,01,22,06,30,00,0.134
2009,01,22,07,00,00,0.102
2009,01,22,07,30,00,-0.09
2009,01,22,08,00,00,-0.186
2009,01,22,08,30,00,0.134
2009,01,22,09,00,00,0.902
2009,01,22,09,30,00,2.952
2009,01,22,10,00,00,7.264
2009,01,22,10,30,00,8.208
2009,01,22,11,00,00,9.36167
2009,01,22,11,30,00,11.90833
2009,01,22,12,00,00,12.42
2009,01,22,12,30,00,16.09067
2009,01,22,13,00,00,13.142
2009,01,22,13,30,00,10.65667
2009,01,22,14,00,00,8.048
2009,01,22,14,30,00,6.19167
2009,01,22,15,00,00,2.855
2009,01,22,15,30,00,1.846
2009,01,22,16,00,00,0.358
2009,01,22,16,30,00,0.022
2009,01,22,17,00,00,-0.026
2009,01,22,17,30,00,-0.17
2009,01,22,18,00,00,0.23
2009,01,22,18,30,00,-0.138
2009,01,22,19,00,00,-0.17
2009,01,22,19,30,00,-0.074
2009,01,22,20,00,00,-0.314
2009,01,22,20,30,00,-0.074
2009,01,22,21,00,00,-0.218
2009,01,22,21,30,00,-0.25
2009,01,22,22,00,00,-0.298
2009,01,22,22,30,00,-0.266
2009,01,22,23,00,00,-0.266
2009,01,22,23,30,00,-0.426
2009,01,23,00,00,00,-0.584
2009,01,23,00,30,00,-0.984
2009,01,23,01,00,00,-0.984
2009,01,23,01,30,00,-0.792
2009,01,23,02,00,00,-0.664
2009,01,23,02,30,00,-0.696
2009,01,23,03,00,00,-0.792
2009,01,23,03,30,00,-0.536
2009,01,23,04,00,00,-0.44
2009,01,23,04,30,00,-0.328
2009,01,23,05,00,00,-0.568
2009,01,23,05,30,00,-0.328
2009,01,23,06,00,00,-0.36
2009,01,23,06,30,00,-0.344
2009,01,23,07,00,00,-0.36
2009,01,23,07,30,00,-0.52
2009,01,23,08,00,00,-0.536
2009,01,23,08,30,00,0.008
2009,01,23,09,00,00,4.672
2009,01,23,09,30,00,14.348
2009,01,23,10,00,00,18.87967
2009,01,23,10,30,00,29.39033
2009,01,23,11,00,00,42.013
2009,01,23,11,30,00,66.472
2009,01,23,12,00,00,81.32367
2009,01,23,12,30,00,113.10533
2009,01,23,13,00,00,91.62367
2009,01,23,13,30,00,48.16433
2009,01,23,14,00,00,39.24133
2009,01,23,14,30,00,23.46267
2009,01,23,15,00,00,11.94467
2009,01,23,15,30,00,3.457
2009,01,23,16,00,00,1.04833
2009,01,23,16,30,00,0.39233
2009,01,23,17,00,00,0.296
2009,01,23,17,30,00,0.52033
2009,01,23,18,00,00,0.39233
2009,01,23,18,30,00,0.52
2009,01,23,19,00,00,0.52
2009,01,23,19,30,00,0.56833
2009,01,23,20,00,00,0.344
2009,01,23,20,30,00,0.248
2009,01,23,21,00,00,0.24867
2009,01,23,21,30,00,0.136
2009,01,23,22,00,00,0.45633
2009,01,23,22,30,00,0.13633
2009,01,23,23,00,00,0.84033
2009,01,23,23,30,00,0.344
2009,01,24,00,00,00,0.71533
2009,01,24,00,30,00,0.70067
2009,01,24,01,00,00,0.34733
2009,01,24,01,30,00,0.571
2009,01,24,02,00,00,-0.05533
2009,01,24,02,30,00,-0.29633
2009,01,24,03,00,00,-0.296
2009,01,24,03,30,00,-0.65
2009,01,24,04,00,00,-0.714
2009,01,24,04,30,00,-0.56967
2009,01,24,05,00,00,-0.40933
2009,01,24,05,30,00,-0.76233
2009,01,24,06,00,00,-0.522
2009,01,24,06,30,00,-0.39333
2009,01,24,07,00,00,-0.103
2009,01,24,07,30,00,-0.265
2009,01,24,08,00,00,-0.21533
2009,01,24,08,30,00,0.635
2009,01,24,09,00,00,2.734
2009,01,24,09,30,00,8.115
2009,01,24,10,00,00,14.04033
2009,01,24,10,30,00,22.788
2009,01,24,11,00,00,28.86
2009,01,24,11,30,00,33.09033
2009,01,24,12,00,00,28.764
2009,01,24,12,30,00,31.45433
2009,01,24,13,00,00,36.90233
2009,01,24,13,30,00,38.69633
2009,01,24,14,00,00,33.53833
2009,01,24,14,30,00,16.60533
2009,01,24,15,00,00,6.75267
2009,01,24,15,30,00,2.798
2009,01,24,16,00,00,1.06967
2009,01,24,16,30,00,0.29967
2009,01,24,17,00,00,0.269
2009,01,24,17,30,00,0.28333
2009,01,24,18,00,00,0.30067
2009,01,24,18,30,00,0.31667
2009,01,24,19,00,00,0.23633
2009,01,24,19,30,00,0.41367
2009,01,24,20,00,00,0.38167
2009,01,24,20,30,00,0.236
2009,01,24,21,00,00,0.36467
2009,01,24,21,30,00,0.333
2009,01,24,22,00,00,0.49367
2009,01,24,22,30,00,0.42933
2009,01,24,23,00,00,0.42967
2009,01,24,23,30,00,0.366
2009,01,25,00,00,00,-0.026
2009,01,25,00,30,00,0.07
2009,01,25,01,00,00,0.022
2009,01,25,01,30,00,-0.09
2009,01,25,02,00,00,-0.026
2009,01,25,02,30,00,0.054
2009,01,25,03,00,00,0.006
2009,01,25,03,30,00,-0.01
2009,01,25,04,00,00,-0.074
2009,01,25,04,30,00,-0.01
2009,01,25,05,00,00,0.15
2009,01,25,05,30,00,0.054
2009,01,25,06,00,00,-0.058
2009,01,25,06,30,00,-0.026
2009,01,25,07,00,00,0.022
2009,01,25,07,30,00,0.038
2009,01,25,08,00,00,0.214
2009,01,25,08,30,00,0.406
2009,01,25,09,00,00,1.494
2009,01,25,09,30,00,4.054
2009,01,25,10,00,00,8.416
2009,01,25,10,30,00,14.75933
2009,01,25,11,00,00,20.989
2009,01,25,11,30,00,21.324
2009,01,25,12,00,00,21.324
2009,01,25,12,30,00,19.098
2009,01,25,13,00,00,16.298
2009,01,25,13,30,00,16.36167
2009,01,25,14,00,00,13.171
2009,01,25,14,30,00,9.184
2009,01,25,15,00,00,4.48767
2009,01,25,15,30,00,1.814
2009,01,25,16,00,00,0.566
2009,01,25,16,30,00,0.182
2009,01,25,17,00,00,0.022
2009,01,25,17,30,00,-0.106
2009,01,25,18,00,00,-0.01
2009,01,25,18,30,00,-0.282
2009,01,25,19,00,00,-0.234
2009,01,25,19,30,00,-0.298
2009,01,25,20,00,00,-0.29414
2009,01,25,20,30,00,-0.234
2009,01,25,21,00,00,-0.106
2009,01,25,21,30,00,-0.186
2009,01,25,22,00,00,-0.074
2009,01,25,22,30,00,-0.266
2009,01,25,23,00,00,-0.234
2009,01,25,23,30,00,-0.186
2009,01,26,00,00,00,0.24833
2009,01,26,00,30,00,0.12
2009,01,26,01,00,00,0.136
2009,01,26,01,30,00,0.29667
2009,01,26,02,00,00,0.16833
2009,01,26,02,30,00,0.13633
2009,01,26,03,00,00,0.13667
2009,01,26,03,30,00,0.15233
2009,01,26,04,00,00,0.07333
2009,01,26,04,30,00,0.153
2009,01,26,05,00,00,0.32967
2009,01,26,05,30,00,0.26567
2009,01,26,06,00,00,0.20133
2009,01,26,06,30,00,0.024
2009,01,26,07,00,00,-0.05567
2009,01,26,07,30,00,0.07233
2009,01,26,08,00,00,0.137
2009,01,26,08,30,00,0.89133
2009,01,26,09,00,00,3.08967
2009,01,26,09,30,00,7.202
2009,01,26,10,00,00,14.04467
2009,01,26,10,30,00,22.48733
2009,01,26,11,00,00,27.30967
2009,01,26,11,30,00,27.55
2009,01,26,12,00,00,28.59133
2009,01,26,12,30,00,28.51033
2009,01,26,13,00,00,25.947
2009,01,26,13,30,00,25.162
2009,01,26,14,00,00,20.726
2009,01,26,14,30,00,18.24067
2009,01,26,15,00,00,25.62833
2009,01,26,15,30,00,10.76
2009,01,26,16,00,00,3.31267
2009,01,26,16,30,00,0.233
2009,01,26,17,00,00,-0.15167
2009,01,26,17,30,00,-0.13567
2009,01,26,18,00,00,-0.05567
2009,01,26,18,30,00,-0.07133
2009,01,26,19,00,00,-0.10367
2009,01,26,19,30,00,0.07267
2009,01,26,20,00,00,-0.02367
2009,01,26,20,30,00,0.04067
2009,01,26,21,00,00,-0.21533
2009,01,26,21,30,00,0.00833
2009,01,26,22,00,00,-0.104
2009,01,26,22,30,00,-0.16767
2009,01,26,23,00,00,0.15267
2009,01,26,23,30,00,0.21733
2009,01,27,00,00,00,-0.686
2009,01,27,00,30,00,-0.542
2009,01,27,01,00,00,-0.606
2009,01,27,01,30,00,-0.782
2009,01,27,02,00,00,-0.894
2009,01,27,02,30,00,-0.782
2009,01,27,03,00,00,-0.174
2009,01,27,03,30,00,-0.638
2009,01,27,04,00,00,-0.686
2009,01,27,04,30,00,-0.606
2009,01,27,05,00,00,-0.494
2009,01,27,05,30,00,-0.542
2009,01,27,06,00,00,-0.542
2009,01,27,06,30,00,-0.334
2009,01,27,07,00,00,-0.622
2009,01,27,07,30,00,-0.19
2009,01,27,08,00,00,-0.18967
2009,01,27,08,30,00,0.757
2009,01,27,09,00,00,4.124
2009,01,27,09,30,00,9.95333
2009,01,27,10,00,00,16.72967
2009,01,27,10,30,00,25.445
2009,01,27,11,00,00,35.49133
2009,01,27,11,30,00,41.15867
2009,01,27,12,00,00,45.79067
2009,01,27,12,30,00,52.022
2009,01,27,13,00,00,47.27933
2009,01,27,13,30,00,41.84767
2009,01,27,14,00,00,33.48467
2009,01,27,14,30,00,29.62567
2009,01,27,15,00,00,19.43667
2009,01,27,15,30,00,8.15967
2009,01,27,16,00,00,2.169
2009,01,27,16,30,00,0.402
2009,01,27,17,00,00,0.194
2009,01,27,17,30,00,0.322
2009,01,27,18,00,00,0.48233
2009,01,27,18,30,00,0.546
2009,01,27,19,00,00,0.54633
2009,01,27,19,30,00,0.57833
2009,01,27,20,00,00,0.64233
2009,01,27,20,30,00,0.562
2009,01,27,21,00,00,0.49833
2009,01,27,21,30,00,0.16267
2009,01,27,22,00,00,-0.04567
2009,01,27,22,30,00,0.40267
2009,01,27,23,00,00,0.17867
2009,01,27,23,30,00,0.45
2009,01,28,00,00,00,-0.596
2009,01,28,00,30,00,0.012
2009,01,28,01,00,00,0.044
2009,01,28,01,30,00,-0.132
2009,01,28,02,00,00,0.06
2009,01,28,02,30,00,0.092
2009,01,28,03,00,00,-0.17967
2009,01,28,03,30,00,-0.148
2009,01,28,04,00,00,-0.164
2009,01,28,04,30,00,0.188
2009,01,28,05,00,00,0.33267
2009,01,28,05,30,00,-0.196
2009,01,28,06,00,00,0.236
2009,01,28,06,30,00,0.09233
2009,01,28,07,00,00,-0.052
2009,01,28,07,30,00,-0.084
2009,01,28,08,00,00,0.044
2009,01,28,08,30,00,1.42467
2009,01,28,09,00,00,5.494
2009,01,28,09,30,00,8.66433
2009,01,28,10,00,00,14.54633
2009,01,28,10,30,00,28.13033
2009,01,28,11,00,00,36.92333
2009,01,28,11,30,00,45.349
2009,01,28,12,00,00,49.06733
2009,01,28,12,30,00,50.20667
2009,01,28,13,00,00,44.27967
2009,01,28,13,30,00,38.094
2009,01,28,14,00,00,32.95
2009,01,28,14,30,00,27.90533
2009,01,28,15,00,00,16.708
2009,01,28,15,30,00,8.42567
2009,01,28,16,00,00,2.56533
2009,01,28,16,30,00,0.252
2009,01,28,17,00,00,0.044
2009,01,28,17,30,00,-0.084
2009,01,28,18,00,00,-0.212
2009,01,28,18,30,00,0.108
2009,01,28,19,00,00,0.092
2009,01,28,19,30,00,0.108
2009,01,28,20,00,00,0.38
2009,01,28,20,30,00,0.556
2009,01,28,21,00,00,0.268
2009,01,28,21,30,00,0.284
2009,01,28,22,00,00,-0.084
2009,01,28,22,30,00,0.06
2009,01,28,23,00,00,0.348
2009,01,28,23,30,00,0.317
2009,01,29,00,00,00,-0.178
2009,01,29,00,30,00,-0.034
2009,01,29,01,00,00,0.062
2009,01,29,01,30,00,0.382
2009,01,29,02,00,00,-0.018
2009,01,29,02,30,00,-0.674
2009,01,29,03,00,00,-0.675
2009,01,29,03,30,00,-0.70667
2009,01,29,04,00,00,-0.146
2009,01,29,04,30,00,0.67
2009,01,29,05,00,00,0.494
2009,01,29,05,30,00,0.462
2009,01,29,06,00,00,0.238
2009,01,29,06,30,00,0.334
2009,01,29,07,00,00,0.206
2009,01,29,07,30,00,0.158
2009,01,29,08,00,00,0.03
2009,01,29,08,30,00,0.878
2009,01,29,09,00,00,4.75233
2009,01,29,09,30,00,12.283
2009,01,29,10,00,00,22.47133
2009,01,29,10,30,00,28.39667
2009,01,29,11,00,00,34.59833
2009,01,29,11,30,00,43.87333
2009,01,29,12,00,00,54.02967
2009,01,29,12,30,00,46.03733
2009,01,29,13,00,00,37.12933
2009,01,29,13,30,00,43.26533
2009,01,29,14,00,00,32.46733
2009,01,29,14,30,00,25.74033
2009,01,29,15,00,00,21.63767
2009,01,29,15,30,00,6.14533
2009,01,29,16,00,00,1.95
2009,01,29,16,30,00,-0.05
2009,01,29,17,00,00,-0.114
2009,01,29,17,30,00,-0.194
2009,01,29,18,00,00,-0.082
2009,01,29,18,30,00,-0.21
2009,01,29,19,00,00,-0.546
2009,01,29,19,30,00,-0.65833
2009,01,29,20,00,00,-0.69
2009,01,29,20,30,00,-0.723
2009,01,29,21,00,00,-0.85067
2009,01,29,21,30,00,-0.67433
2009,01,29,22,00,00,-0.402
2009,01,29,22,30,00,-0.642
2009,01,29,23,00,00,-0.29
2009,01,29,23,30,00,-0.466
2009,01,30,00,00,00,0.42
2009,01,30,00,30,00,0.196
2009,01,30,01,00,00,0.404
2009,01,30,01,30,00,0.468
2009,01,30,02,00,00,0.932
2009,01,30,02,30,00,1.092
2009,01,30,03,00,00,1.236
2009,01,30,03,30,00,0.948
2009,01,30,04,00,00,0.548
2009,01,30,04,30,00,0.532
2009,01,30,05,00,00,0.54833
2009,01,30,05,30,00,0.548
2009,01,30,06,00,00,0.436
2009,01,30,06,30,00,0.868
2009,01,30,07,00,00,0.42
2009,01,30,07,30,00,0.196
2009,01,30,08,00,00,0.388
2009,01,30,08,30,00,1.39733
2009,01,30,09,00,00,3.66067
2009,01,30,09,30,00,6.926
2009,01,30,10,00,00,14.45667
2009,01,30,10,30,00,20.47933
2009,01,30,11,00,00,36.483
2009,01,30,11,30,00,33.45533
2009,01,30,12,00,00,33.91967
2009,01,30,12,30,00,44.94133
2009,01,30,13,00,00,60.43167
2009,01,30,13,30,00,60.096
2009,01,30,14,00,00,44.74867
2009,01,30,14,30,00,21.26533
2009,01,30,15,00,00,17.48433
2009,01,30,15,30,00,7.182
2009,01,30,16,00,00,2.11867
2009,01,30,16,30,00,0.276
2009,01,30,17,00,00,-0.38
2009,01,30,17,30,00,-0.588
2009,01,30,18,00,00,-0.38
2009,01,30,18,30,00,-0.3
2009,01,30,19,00,00,-1.82
2009,01,30,19,30,00,-1.9
2009,01,30,20,00,00,-1.788
2009,01,30,20,30,00,-1.548
2009,01,30,21,00,00,-1.1
2009,01,30,21,30,00,-2.044
2009,01,30,22,00,00,-1.836
2009,01,30,22,30,00,-2.108
2009,01,30,23,00,00,-1.852
2009,01,30,23,30,00,-2.3
2009,01,31,00,00,00,-1.138
2009,01,31,00,30,00,-0.882
2009,01,31,01,00,00,-0.226
2009,01,31,01,30,00,-0.514
2009,01,31,02,00,00,-0.642
2009,01,31,02,30,00,-0.386
2009,01,31,03,00,00,-0.37
2009,01,31,03,30,00,-0.226
2009,01,31,04,00,00,-0.37
2009,01,31,04,30,00,-0.946
2009,01,31,05,00,00,-0.402
2009,01,31,05,30,00,-0.786
2009,01,31,06,00,00,-0.386
2009,01,31,06,30,00,-0.306
2009,01,31,07,00,00,-0.53
2009,01,31,07,30,00,-0.786
2009,01,31,08,00,00,0.55933
2009,01,31,08,30,00,10.413
2009,01,31,09,00,00,32.64833
2009,01,31,09,30,00,57.79933
2009,01,31,10,00,00,87.08433
2009,01,31,10,30,00,46.81133
2009,01,31,11,00,00,100.73333
2009,01,31,11,30,00,143.41
2009,01,31,12,00,00,138.66867
2009,01,31,12,30,00,147.928
2009,01,31,13,00,00,154.75267
2009,01,31,13,30,00,149.03333
2009,01,31,14,00,00,109.91267
2009,01,31,14,30,00,84.79267
2009,01,31,15,00,00,51.35933
2009,01,31,15,30,00,28.259
2009,01,31,16,00,00,9.01967
2009,01,31,16,30,00,0.862
2009,01,31,17,00,00,0.094
2009,01,31,17,30,00,0.366
2009,01,31,18,00,00,0.43
2009,01,31,18,30,00,0.75
2009,01,31,19,00,00,0.654
2009,01,31,19,30,00,1.198
2009,01,31,20,00,00,1.326
2009,01,31,20,30,00,1.198
2009,01,31,21,00,00,1.502
2009,01,31,21,30,00,2.54567
2009,01,31,22,00,00,2.691
2009,01,31,22,30,00,2.80333
2009,01,31,23,00,00,3.063
2009,01,31,23,30,00,2.49733
2009,02,01,00,00,00,0.28
2009,02,01,00,30,00,-0.184
2009,02,01,01,00,00,-0.008
2009,02,01,01,30,00,-0.248
2009,02,01,02,00,00,-0.024
2009,02,01,02,30,00,0.168
2009,02,01,03,00,00,0.776
2009,02,01,03,30,00,0.616
2009,02,01,04,00,00,0.776
2009,02,01,04,30,00,0.568
2009,02,01,05,00,00,0.072
2009,02,01,05,30,00,-0.024
2009,02,01,06,00,00,0.232
2009,02,01,06,30,00,-0.056
2009,02,01,07,00,00,-0.056
2009,02,01,07,30,00,0.088
2009,02,01,08,00,00,-0.072
2009,02,01,08,30,00,1.544
2009,02,01,09,00,00,4.38167
2009,02,01,09,30,00,10.663
2009,02,01,10,00,00,16.66933
2009,02,01,10,30,00,32.48133
2009,02,01,11,00,00,45.05667
2009,02,01,11,30,00,48.46933
2009,02,01,12,00,00,40.25033
2009,02,01,12,30,00,47.95633
2009,02,01,13,00,00,46.69033
2009,02,01,13,30,00,40.587
2009,02,01,14,00,00,33.15367
2009,02,01,14,30,00,19.168
2009,02,01,15,00,00,13.99333
2009,02,01,15,30,00,8.162
2009,02,01,16,00,00,2.794
2009,02,01,16,30,00,0.6
2009,02,01,17,00,00,-0.312
2009,02,01,17,30,00,-0.184
2009,02,01,18,00,00,0.104
2009,02,01,18,30,00,0.264
2009,02,01,19,00,00,0.184
2009,02,01,19,30,00,0.44
2009,02,01,20,00,00,0.376
2009,02,01,20,30,00,0.44
2009,02,01,21,00,00,0.36
2009,02,01,21,30,00,0.168
2009,02,01,22,00,00,0.296
2009,02,01,22,30,00,0.264
2009,02,01,23,00,00,0.696
2009,02,01,23,30,00,0.696
2009,02,02,00,00,00,0.38633
2009,02,02,00,30,00,0.451
2009,02,02,01,00,00,0.51433
2009,02,02,01,30,00,0.51467
2009,02,02,02,00,00,1.189
2009,02,02,02,30,00,0.77133
2009,02,02,03,00,00,0.77233
2009,02,02,03,30,00,0.675
2009,02,02,04,00,00,0.86833
2009,02,02,04,30,00,0.78767
2009,02,02,05,00,00,0.78833
2009,02,02,05,30,00,0.62767
2009,02,02,06,00,00,0.37
2009,02,02,06,30,00,0.434
2009,02,02,07,00,00,0.723
2009,02,02,07,30,00,0.72433
2009,02,02,08,00,00,0.676
2009,02,02,08,30,00,4.13967
2009,02,02,09,00,00,14.80867
2009,02,02,09,30,00,25.84567
2009,02,02,10,00,00,43.16433
2009,02,02,10,30,00,59.15233
2009,02,02,11,00,00,72.54533
2009,02,02,11,30,00,76.246
2009,02,02,12,00,00,86.30467
2009,02,02,12,30,00,80.21867
2009,02,02,13,00,00,78.59967
2009,02,02,13,30,00,82.66833
2009,02,02,14,00,00,59.79267
2009,02,02,14,30,00,44.41267
2009,02,02,15,00,00,32.04567
2009,02,02,15,30,00,15.913
2009,02,02,16,00,00,6.237
2009,02,02,16,30,00,1.35133
2009,02,02,17,00,00,-0.22167
2009,02,02,17,30,00,-0.70167
2009,02,02,18,00,00,-0.958
2009,02,02,18,30,00,-0.67
2009,02,02,19,00,00,-0.02933
2009,02,02,19,30,00,-0.18967
2009,02,02,20,00,00,-0.41367
2009,02,02,20,30,00,-0.205
2009,02,02,21,00,00,-0.43
2009,02,02,21,30,00,-0.734
2009,02,02,22,00,00,-0.91
2009,02,02,22,30,00,-1.054
2009,02,02,23,00,00,-0.894
2009,02,02,23,30,00,-1.47
2009,02,03,00,00,00,-0.65333
2009,02,03,00,30,00,-0.106
2009,02,03,01,00,00,-0.02533
2009,02,03,01,30,00,-0.31433
2009,02,03,02,00,00,-0.122
2009,02,03,02,30,00,-0.73367
2009,02,03,03,00,00,-0.38033
2009,02,03,03,30,00,-0.23433
2009,02,03,04,00,00,-0.025
2009,02,03,04,30,00,0.31
2009,02,03,05,00,00,0.34333
2009,02,03,05,30,00,0.50267
2009,02,03,06,00,00,0.03833
2009,02,03,06,30,00,0.15033
2009,02,03,07,00,00,0.77533
2009,02,03,07,30,00,0.487
2009,02,03,08,00,00,1.07933
2009,02,03,08,30,00,4.34533
2009,02,03,09,00,00,17.49767
2009,02,03,09,30,00,38.46867
2009,02,03,10,00,00,41.801
2009,02,03,10,30,00,38.67667
2009,02,03,11,00,00,61.90633
2009,02,03,11,30,00,101.45967
2009,02,03,12,00,00,140.901
2009,02,03,12,30,00,177.13867
2009,02,03,13,00,00,148.30517
2009,02,03,13,30,00,142.182
2009,02,03,14,00,00,104.471
2009,02,03,14,30,00,46.462
2009,02,03,15,00,00,27.58967
2009,02,03,15,30,00,16.249
2009,02,03,16,00,00,5.41833
2009,02,03,16,30,00,0.85467
2009,02,03,17,00,00,-0.509
2009,02,03,17,30,00,-0.33267
2009,02,03,18,00,00,-0.44433
2009,02,03,18,30,00,-0.46033
2009,02,03,19,00,00,-0.10533
2009,02,03,19,30,00,0.06967
2009,02,03,20,00,00,-0.41267
2009,02,03,20,30,00,-0.37933
2009,02,03,21,00,00,-0.34767
2009,02,03,21,30,00,-0.20333
2009,02,03,22,00,00,-0.187
2009,02,03,22,30,00,-0.573
2009,02,03,23,00,00,-0.33067
2009,02,03,23,30,00,0.15067
2009,02,04,00,00,00,-0.01
2009,02,04,00,30,00,0.118
2009,02,04,01,00,00,0.47
2009,02,04,01,30,00,0.582
2009,02,04,02,00,00,-0.058
2009,02,04,02,30,00,0.374
2009,02,04,03,00,00,0.294
2009,02,04,03,30,00,0.086
2009,02,04,04,00,00,0.07
2009,02,04,04,30,00,-0.138
2009,02,04,05,00,00,0.006
2009,02,04,05,30,00,-0.074
2009,02,04,06,00,00,-0.122
2009,02,04,06,30,00,-0.442
2009,02,04,07,00,00,-0.01
2009,02,04,07,30,00,0.118
2009,02,04,08,00,00,0.55
2009,02,04,08,30,00,3.25633
2009,02,04,09,00,00,8.256
2009,02,04,09,30,00,12.19633
2009,02,04,10,00,00,22.88267
2009,02,04,10,30,00,38.43767
2009,02,04,11,00,00,33.841
2009,02,04,11,30,00,42.331
2009,02,04,12,00,00,64.10267
2009,02,04,12,30,00,43.901
2009,02,04,13,00,00,37.31633
2009,02,04,13,30,00,30.18767
2009,02,04,14,00,00,54.202
2009,02,04,14,30,00,46.92867
2009,02,04,15,00,00,38.84
2009,02,04,15,30,00,15.49667
2009,02,04,16,00,00,4.588
2009,02,04,16,30,00,0.694
2009,02,04,17,00,00,0.134
2009,02,04,17,30,00,0.214
2009,02,04,18,00,00,0.102
2009,02,04,18,30,00,-0.122
2009,02,04,19,00,00,-0.09
2009,02,04,19,30,00,-0.138
2009,02,04,20,00,00,0.518
2009,02,04,20,30,00,0.454
2009,02,04,21,00,00,0.326
2009,02,04,21,30,00,0.678
2009,02,04,22,00,00,0.742
2009,02,04,22,30,00,0.214
2009,02,04,23,00,00,0.55
2009,02,04,23,30,00,0.23
2009,02,05,00,00,00,0.164
2009,02,05,00,30,00,0.27633
2009,02,05,01,00,00,-0.044
2009,02,05,01,30,00,-0.01067
2009,02,05,02,00,00,0.149
2009,02,05,02,30,00,0.13267
2009,02,05,03,00,00,0.16467
2009,02,05,03,30,00,0.133
2009,02,05,04,00,00,0.02033
2009,02,05,04,30,00,0.309
2009,02,05,05,00,00,0.19733
2009,02,05,05,30,00,-0.02667
2009,02,05,06,00,00,0.27767
2009,02,05,06,30,00,0.229
2009,02,05,07,00,00,0.229
2009,02,05,07,30,00,0.14967
2009,02,05,08,00,00,0.32567
2009,02,05,08,30,00,3.00533
2009,02,05,09,00,00,8.88267
2009,02,05,09,30,00,8.69067
2009,02,05,10,00,00,19.66533
2009,02,05,10,30,00,31.119
2009,02,05,11,00,00,42.41333
2009,02,05,11,30,00,44.23967
2009,02,05,12,00,00,41.341
2009,02,05,12,30,00,25.57667
2009,02,05,13,00,00,18.63933
2009,02,05,13,30,00,15.337
2009,02,05,14,00,00,14.02433
2009,02,05,14,30,00,15.09767
2009,02,05,15,00,00,20.17733
2009,02,05,15,30,00,12.42367
2009,02,05,16,00,00,3.86933
2009,02,05,16,30,00,0.42167
2009,02,05,17,00,00,-0.444
2009,02,05,17,30,00,-0.204
2009,02,05,18,00,00,-0.524
2009,02,05,18,30,00,0.05267
2009,02,05,19,00,00,0.08467
2009,02,05,19,30,00,0.21333
2009,02,05,20,00,00,-0.108
2009,02,05,20,30,00,-0.236
2009,02,05,21,00,00,-0.10767
2009,02,05,21,30,00,-0.04367
2009,02,05,22,00,00,0.02067
2009,02,05,22,30,00,-0.348
2009,02,05,23,00,00,-0.604
2009,02,05,23,30,00,-0.46
2009,02,06,00,00,00,-0.126
2009,02,06,00,30,00,-0.14167
2009,02,06,01,00,00,-0.12533
2009,02,06,01,30,00,-0.03
2009,02,06,02,00,00,0.01867
2009,02,06,02,30,00,-0.01333
2009,02,06,03,00,00,-0.09333
2009,02,06,03,30,00,0.147
